asin;name;openbid;auction_duration;unixEndDate;endDate;bidders;bids
2027;1瞿 START - GAMEBOY Advance SP - Custom Pokemon Tyranitar #GBA SP GAME BOY;GBP 1.00;7 days;1620787505.0;12 May 2021 at 10:45:05am PDT;13.0;38.0
2014;Samsung Galaxy S10+ SM-G975F/DS- 512GB - Ceramic Black (Unlocked);GBP 157.00;7 days;1620583003.0;10 May 2021 at 1:56:43pm PDT;6.0;15.0
2764;Mutant League Hockey Sega Genesis Authentic & Tested Good Condition w/ Box RARE!;$0.99;5 days;1620504636.0;9 May 2021 at 4:10:36pm PDT;6.0;23.0
2319;Nintendo Mario Kart 64 Box Instructions Vintage 1990s N64 Video Game Cartridge;$1.99;7 days;1619920792.0;2 May 2021 at 9:59:52am PDT;12.0;38.0
1582;Apple iPhone XS - 64GB - Silver (Unlocked);$1.99;7 days;1621098801.0;16 May 2021 at 1:13:21pm PDT;17.0;43.0
703;MLB The Show 21 Standard Edition (Sony Playstation 5 2021);$15.00;5 days;1619490601.0;27 Apr 2021 at 10:30:01am PDT;11.0;25.0
1329;Apple iphone 8 64go rose gold;EUR 60.00;7 days;1619222966.0;24 Apr 2021 at 8:09:26am PDT;12.0;41.0
1267;The Sacred Stones Double Dragon III (Nintendo NES1991) Game & Box with Manual;$19.97;7 days;1620511270.0;9 May 2021 at 6:01:10pm PDT;7.0;19.0
867;Rock Band 4 Band-in-a-Box Bundle (Xbox One 2015);$99.99;5 days;1619903405.0;2 May 2021 at 5:10:05pm PDT;21.0;37.0
676;Apple iPhone 11 Pro Max 512GB Midnight Green Brand New (Unlocked)A2218(CDMA+GSM);GBP 0.99;3 days;1621549553.0;21 May 2021 at 6:25:53pm PDT;19.0;48.0
1064;NES 15 Game Lot Mega Man 4 Immoral Olympus TROG Werewolf Shawdowgate Guide Box;$39.99;7 days;1621122846.0;16 May 2021 at 7:54:06pm PDT;9.0;28.0
2514;Used Black Nintendo DS Lite with 12 Games;GBP 0.99;7 days;1620096082.0;4 May 2021 at 10:41:22am PDT;8.0;42.0
898;Pokemon Silver Edition-SILVER-GAMEBOY-Lugia - OVP-includes game;EUR 1.00;7 days;1620527929.0;9 May 2021 at 10:38:49am PDT;15.0;22.0
3117;Resident Evil Village Collector���s Edition Chris Redfield statue only;$0.99;1 day;1620691201.0;11 May 2021 at 8:00:01pm PDT;11.0;48.0
1690;Apple iPhone 11 - 64GB - Purple (Unlocked) A2111 (CDMA+GSM) - Brand New;$400.00;7 days;1620509722.0;9 May 2021 at 5:35:22pm PDT;8.0;27.0
1001;Apple iPhone 4s 16GB White (without Simlock) BNIB;EUR 9.00;7 days;1619924051.0;2 May 2021 at 10:54:11am PDT;4.0;27.0
2591;Apple iPhone 7 Plus (PRODUCT)RED - 128GB - (Unlocked) A1784 (GSM) (AU Stock);AU $120.00;7 days;1619751383.0;30 Apr 2021 at 10:56:23pm PDT;11.0;29.0
61;IPhone SE 128GB VGC 1. Model Without Simlock A1723;EUR 1.00;10 days;1620860371.0;13 May 2021 at 6:59:31am PDT;9.0;30.0
2654;AURIFIL MISTER DOMESTIC���S TOOLBOX COLLECTION 12 LARGE SPOOLS 100% COTTON;$5.00;7 days;1620755198.0;12 May 2021 at 1:46:38pm PDT;6.0;21.0
1024;��Samsung Galaxy A3 (2017) SM-A320FL 16GB 13MP. Android Smartphone in Blue��;GBP 0.99;7 days;1620440174.0;8 May 2021 at 10:16:14am PDT;11.0;23.0
1420;Pokemon: SoulSilver Version (Nintendo DS 2010) Authentic & Tested;$53.00;7 days;1620498416.0;9 May 2021 at 2:26:56pm PDT;8.0;30.0
2410;Super Mario Kart for Super Nintendo SEALED! ;$10.00;5 days;1619408297.0;26 Apr 2021 at 11:38:17am PDT;10.0;45.0
995;OnePlus 6 6.2 inch 128GB Dual-SIM Smartphone - Mirror Black (Unlocked);GBP 0.99;7 days;1619892413.0;2 May 2021 at 2:06:53am PDT;10.0;16.0
698;Winsor & Newton Watercolor Set;$10.00;7 days;1619562506.0;28 Apr 2021 at 6:28:26am PDT;5.0;23.0
1303;Samsung Galaxy A6+ Plus 32GB SM-A605FN/DS Black Dual SIM No Simlock;EUR 1.00;7 days;1621388399.0;19 May 2021 at 9:39:59am PDT;10.0;53.0
1858;����Samsung Galaxy S10+ green  128gb  - cracked back  see pics - USED(EE)����;GBP 0.99;7 days;1620622061.0;10 May 2021 at 12:47:41pm PDT;13.0;44.0
1602;Samsung Galaxy S10 SM-G973F - 128GB - Blue (Unlocked)��;GBP 0.99;7 days;1621742453.0;23 May 2021 at 12:00:53pm PDT;14.0;40.0
335;Apple iPhone XS - 64GB - Gold (O2);GBP 1.00;7 days;1619891428.0;2 May 2021 at 1:50:28pm PDT;16.0;59.0
2196;Sega Dreamcast Console NTSC-U with Controller and Five Games;$34.99;7 days;1620436213.0;8 May 2021 at 9:10:13am PDT;9.0;27.0
43;Cobalt Blue Nintendo Game Boy GameBoy Advance SP Console w/ Charger -2 games;$10.00;3 days;1619896413.0;2 May 2021 at 3:13:33pm PDT;11.0;21.0
2935;Mafia Trilogy Xbox One;EUR 1.00;1 day;1621657227.0;22 May 2021 at 12:20:27pm PDT;5.0;26.0
1183;Brother Sewing Machine BM-3500 Used But in VGC (( Post or Collection.));GBP 15.00;7 days;1621366607.0;19 May 2021 at 3:36:47am PDT;8.0;33.0
1841;Samsung Galaxy S9+ 64GB;GBP 0.99;7 days;1620441414.0;8 May 2021 at 10:36:54am PDT;13.0;44.0
654;Super Mario Maker 2 -- Standard Edition (Nintendo Switch 2019);EUR 1.00;1 day;1620696362.0;11 May 2021 at 9:26:02am PDT;7.0;23.0
859;LOT OF FOUR! Samsung Galaxy S7 edge SM-G935P/A - 32GB -Black/Silver Smartphones;$0.99;5 days;1619813144.0;1 May 2021 at 4:05:44pm PDT;8.0;23.0
1846;Samsung Galaxy S20 FE 4g unlocked cloud navy 128gb 6gb ram excellent condition;GBP 250.00;1 day;1620004319.0;3 May 2021 at 9:11:59am PDT;5.0;10.0
2671;LG K40 - 32GB - Black (Metro) ;$1.00;5 days;1621116007.0;16 May 2021 at 6:00:07pm PDT;5.0;13.0
1276;Kingdom Hearts 1 | New | Sealed | PS2 | || MINT | FirstPrint 2002 | VGA Wata RDY;EUR 1.00;5 days;1620530292.0;9 May 2021 at 11:18:12am PDT;17.0;40.0
254;S20939 38x35x7mm Natural Labradorite Carved Flower Pendant Bead;$0.01;7 days;1620857624.0;13 May 2021 at 6:13:44pm PDT;5.0;15.0
248;R49491 46x28x7mm Natural Polychrome Jasper Marquise Pendant Bead;$0.01;7 days;1620782561.0;12 May 2021 at 9:22:41pm PDT;5.0;13.0
348;UsedSamsung Galaxy S10+ Plus 128  Verizon Unlocked;$99.99;5 days;1620089896.0;4 May 2021 at 8:58:16am PDT;15.0;39.0
1494;Apple iPhone 8 Plus - 64GB - Gold (T-Mobile) A1897 (GSM);$99.99;1 day;1621881901.0;25 May 2021 at 2:45:01pm PDT;15.0;34.0
2021;Mario Kart 8 Deluxe - Switch ;GBP 0.99;5 days;1620493377.0;9 May 2021 at 1:02:57pm PDT;17.0;34.0
2616;Samsung Galaxy Note 9 - Sprint - Smartphone - Black - FOR PARTS!!!;$29.99;7 days;1620357503.0;7 May 2021 at 11:18:23am PDT;9.0;32.0
160;Samsung Galaxy S21 Ultra 5G 256GB Silver and GALAXY Watch 3 with Leather Strap;EUR 1.00;3 days;1619479651.0;27 Apr 2021 at 7:27:31am PDT;17.0;36.0
2394;Apple iPhone 6 16GB White (Unlocked) Mobile Phone FULLY WORKING A1586;GBP 0.99;1 day;1621893177.0;25 May 2021 at 5:52:57am PDT;8.0;33.0
1946;Samsung Note 20 Ultra 5G 256GB (without Simlock);EUR 263.00;7 days;1619834824.0;1 May 2021 at 10:07:04pm PDT;8.0;39.0
102;Sony PlayStation 4 Slim 500GB Black Gaming Console- Excellent Boxed Free P&P;GBP 49.99;7 days;1621727817.0;23 May 2021 at 7:56:57am PDT;11.0;37.0
2254;Samsung Galaxy S10+ Plus 128GB Prism Green (without Simlock) (Dual Sim);EUR 50.00;1 day;1620609947.0;10 May 2021 at 9:25:47am PDT;8.0;49.0
1591;Apple IPhone 12 Pro- 128GB- Graphite;GBP 0.99;1 day;1621036993.0;15 May 2021 at 8:03:13am PDT;10.0;30.0
2228;Stampin Up Butterfly Wishes set of 12 Red Rubber stamps;$2.00;7 days;1620673054.0;11 May 2021 at 2:57:34pm PDT;5.0;17.0
3124;Apple iPhone 6s - 32GB - Space Grey (O2) A1688 (CDMA + GSM);GBP 0.99;3 days;1621054287.0;15 May 2021 at 12:51:27pm PDT;9.0;28.0
3166;18 New Liquitex Professional soft body Acrylic  2-oz bottles;$12.00;5 days;1620079524.0;4 May 2021 at 6:05:24pm PDT;7.0;25.0
3159;Huawei P40 Pro 5G - 256GB - (Unlocked) (Dual SIM) - Silver;GBP 0.99;3 days;1619717010.0;30 Apr 2021 at 1:23:30am PDT;13.0;53.0
3056;Apple iPhone 4s - 16GB-Black (without Simlock) A1387 (CDMA + GSM);EUR 1.00;10 days;1621140347.0;16 May 2021 at 12:45:47pm PDT;5.0;19.0
448;Unlocked ZTE Axon M Z999 64GB Black GSM Dual Screen AT&T Phone -Read Description;$0.99;5 days;1619740819.0;30 Apr 2021 at 8:00:19pm PDT;9.0;45.0
242;S00092 40x6mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620685725.0;11 May 2021 at 6:28:45pm PDT;5.0;13.0
235;S13392 39x7mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620584573.0;10 May 2021 at 2:22:53am PDT;4.0;13.0
207;S00026 39x7mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620435898.0;8 May 2021 at 9:04:58pm PDT;4.0;18.0
479;Samsung Galaxy S7 SM-G930F - 32GB-Smartphone-Black;EUR 1.00;1 day;1619900711.0;2 May 2021 at 4:25:11am PDT;9.0;18.0
1219;Apple iPhone 11 - 64GB - Purple (Unlocked) A2221. Used/Excellent. Free post;GBP 126.00;3 days;1619226908.0;24 Apr 2021 at 9:15:08am PDT;13.0;25.0
1865;Samsung Galaxy J7 (2017) Duos - 16GB-Black Smartphone (without Simlock) Like New;EUR 1.00;5 days;1620620105.0;10 May 2021 at 12:15:05am PDT;10.0;41.0
397;iPhone 8plus 64GB AT&T;$49.95;7 days;1621015432.0;15 May 2021 at 2:03:52pm PDT;15.0;47.0
1457;Spider-man: Miles Morales (PS4);GBP 14.60;1 day;1620534010.0;9 May 2021 at 12:20:10pm PDT;10.0;18.0
211;R40470 60x30x4mm Natural Zhanguo Warring States Red Agate Slab/slice Pendant;$0.01;7 days;1620443277.0;8 May 2021 at 11:07:57pm PDT;4.0;15.0
262;S05335 39x7mm Natural Scenic Dendritic Agate Round Pendant Bead;$0.01;7 days;1620959821.0;14 May 2021 at 10:37:01pm PDT;4.0;13.0
22;NEW Nintendo Switch Blasphemous Limited Run Games LRG - Best Buy Variant SEALED;$0.99;7 days;1619902994.0;2 May 2021 at 5:03:14pm PDT;19.0;53.0
1398;Marvel  Avengers Ps4 - no manual;C $0.99;7 days;1620416098.0;8 May 2021 at 3:34:58pm PDT;6.0;21.0
1854;Xiaomi Redmi Note 7 - 3GB Ram 64GB - Neptune Blue (Unlocked) (Dual SIM);GBP 0.99;1 day;1620086378.0;4 May 2021 at 7:59:38am PDT;13.0;25.0
1246;Samsung Galaxy Note20 Ultra 5G SM-N986B/DS - 256GB - Mystic Black (Unlocked);GBP 0.99;3 days;1620011660.0;3 May 2021 at 11:14:20am PDT;20.0;38.0
1568;4818 - Cricut Maker Die Cutting Machine - Rose Gold ;$0.99;7 days;1620700557.0;11 May 2021 at 10:35:57am PDT;22.0;73.0
2347;Street Fighter EX Plus Alpha PS1 (Sony PlayStation 1 1997) RARE;$9.99;10 days;1620783352.0;12 May 2021 at 9:35:52pm PDT;5.0;22.0
388;Samsung Galaxy A80 - Phantom Black (Unlocked);GBP 1.00;7 days;1620847931.0;13 May 2021 at 3:32:11am PDT;8.0;20.0
468;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);$0.99;5 days;1619929130.0;2 May 2021 at 12:18:50pm PDT;28.0;61.0
36;IPhone x 64GB White Excellent Condition Like New;EUR 1.99;3 days;1619668867.0;29 Apr 2021 at 12:01:07pm PDT;10.0;32.0
3045;Call of duty black ops cold war xbox one;GBP 11.10;7 days;1620620372.0;10 May 2021 at 12:19:32pm PDT;7.0;17.0
598;Pokemon Pearl Version Nintendo DS Case & Manuals No Game cart Authentic;$5.00;7 days;1619987934.0;3 May 2021 at 4:38:54pm PDT;8.0;22.0
2356;Samsung Galaxy A32 5G Enterprise Edition SM-A326B/DS - 64GB - Awesome Black...;GBP 1.00;7 days;1620708223.0;11 May 2021 at 12:43:43pm PDT;13.0;33.0
2422;Apple iPhone 8 Plus - 64GB-Space Grey (without Simlock) A1897 (GSM);EUR 78.00;7 days;1619980272.0;3 May 2021 at 2:31:12pm PDT;8.0;21.0
1869;Fabric Bundle Package over 8m Box Maritim Blue Jersey Large Pieces;EUR 1.00;10 days;1621111027.0;16 May 2021 at 4:37:07am PDT;11.0;30.0
2561;Apple iPhone 6s - 32GB - Silber (Ohne Simlock) A1688;EUR 1.00;7 days;1619923537.0;2 May 2021 at 10:45:37am PDT;4.0;12.0
2482;Samsung Galaxy J3 (2017);EUR 1.00;7 days;1621461900.0;20 May 2021 at 6:05:00am PDT;4.0;22.0
2384;Last of us PS3 FACTORY SEALED (US PS3) Release Year | VGA Wata Uke possible;EUR 1.00;7 days;1621733220.0;23 May 2021 at 9:27:00am PDT;8.0;25.0
3036;Apple iPhone 7 Plus - 32GB - Rose Gold (Unlocked) MINT CONDITION;GBP 1.00;10 days;1620787627.0;12 May 2021 at 10:47:07am PDT;15.0;39.0
2237;Apple iPhone X - 64GB - Gray (Unlocked) (Read Description) BH1100;$1.00;1 day;1620245575.0;6 May 2021 at 4:12:55pm PDT;21.0;63.0
2501;New Iridium Extreme Satellite Phone��;GBP 99.00;10 days;1619649370.0;29 Apr 2021 at 6:36:10am PDT;9.0;17.0
1321;Apple iPhone 11 Pro Max - 64GB - Gold (Unlocked) PRISTINE CONDITION / PRISTINE;GBP 240.00;1 day;1621361234.0;19 May 2021 at 2:07:14pm PDT;12.0;24.0
2043;Apple iPhone XR - 128GB - White (TMobile) (Read Description) BJ1126;$1.00;1 day;1620438451.0;8 May 2021 at 9:47:31am PDT;16.0;52.0
2655;Apple iPhone X - 256GB - Space Gray (Unlocked) A1865 (CDMA + GSM) - Green Lines��;$99.00;7 days;1620771593.0;12 May 2021 at 6:19:53pm PDT;7.0;26.0
422;Apple iPhone X - 64GB - Silver (Unlocked) A1901 (GSM) FREE SHIP;$5.00;5 days;1621989614.0;26 May 2021 at 8:40:14am PDT;22.0;77.0
1108;Apple Iphone 5s 16GB Unlocked White IOS Smartphone;GBP 5.00;7 days;1619411567.0;26 Apr 2021 at 12:32:47pm PDT;4.0;14.0
2111;Fabric Remnants Bundle * JERSEY * SWEAT *;EUR 1.00;7 days;1619323055.0;25 Apr 2021 at 11:57:35am PDT;8.0;22.0
2829;SUPER MARIO STRIKERS��� NINTENDO GAMECUBE (Complete w/ Manual);$5.00;7 days;1620072434.0;4 May 2021 at 4:07:14pm PDT;8.0;40.0
1684;Huawei P30 Pro VOG-L29 - 128GB - Breathing Crystal (Unlocked) (8GB RAM);GBP 0.99;7 days;1620523350.0;9 May 2021 at 9:22:30am PDT;26.0;75.0
1851;Apple iPhone 11 Pro Max (w/ AppleCare) - 256GB - Unlocked - Midnight��Green��;$0.99;7 days;1620519969.0;9 May 2021 at 8:26:09pm PDT;18.0;49.0
2850;Apple iPhone 11 Pro Max - 256GB - Space Gray (Unlocked) A2161 (CDMA + GSM);$99.99;7 days;1620681560.0;11 May 2021 at 5:19:20pm PDT;25.0;47.0
776;Apple iPhone 12 mini - 64GB - Blue (Unlocked);GBP 0.99;3 days;1620328806.0;7 May 2021 at 3:20:06am PDT;16.0;44.0
1627;Nintendo Wii Game Lot/Bundle 25 Games WII Sports Lego Star Wars etc;$15.00;7 days;1619381834.0;26 Apr 2021 at 4:17:14pm PDT;7.0;30.0
1093;Google Pixel 3 - 64GB - Just Black (Unlocked);AU $53.00;7 days;1621814204.0;24 May 2021 at 7:56:44pm PDT;7.0;18.0
575;Legend of Zelda: Link's Awakening DX Nintendo Gameboy Color Game Authentic GBC;$0.99;5 days;1619301480.0;25 Apr 2021 at 5:58:00pm PDT;11.0;25.0
2052;Huawei P30 Lite New Edition Marie-L21BX - 256GB-Midnight black (without Simlock);EUR 1.00;7 days;1621131074.0;16 May 2021 at 10:11:14am PDT;19.0;48.0
1639;International Superstar Soccer 2000 *AUTHENTIC* RARE N64 Nintendo 64;$20.00;7 days;1619667836.0;29 Apr 2021 at 11:43:56am PDT;7.0;28.0
669;Street Fighter 30th Anniversary Collection (Nintendo Switch 2018) PAL GAME DE;EUR 1.00;3 days;1621224270.0;17 May 2021 at 12:04:30pm PDT;12.0;22.0
347;Apple iPhone 7 - 128GB - Jet Black Unlocked A1660 (Originally on Verizon);$19.99;5 days;1620004176.0;3 May 2021 at 9:09:36am PDT;25.0;43.0
127;Wii Game Bundle Lot 9 Games Used Good To Very Good Naruto Okami Tony Hawk;$10.00;7 days;1619322331.0;25 Apr 2021 at 11:45:31am PDT;9.0;27.0
2724;Apple ME433B/A iPhone 5s 16GB 8 MP 1.3 GHz Smartphone (Unlocked) - Silver;GBP 0.99;1 day;1619495871.0;27 Apr 2021 at 11:57:51am PDT;4.0;16.0
3128;Job lot of dk knitting yarn wool white with black  strands 10 x 100g @LOOK@;GBP 0.99;7 days;1621723758.0;23 May 2021 at 6:49:18am PDT;7.0;24.0
2947;Apple iPhone 11 (PRODUCT)RED - 256GB (Unlocked) A2111 (CDMA + GSM);$348.00;7 days;1620008384.0;3 May 2021 at 10:19:44am PDT;15.0;30.0
577;Apple iPhone 11 - 64GB - Green (Unlocked) A2221 (CDMA + GSM);GBP 0.99;7 days;1619581835.0;28 Apr 2021 at 11:50:35am PDT;19.0;42.0
200;R41040 40x7mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620435480.0;8 May 2021 at 8:58:00am PDT;5.0;16.0
2153;Apple iPhone 8 | 64GB | Gold | UNLOCKED | A1897 | MINT | Ref 23;GBP 0.99;1 day;1619321196.0;25 Apr 2021 at 11:26:36am PDT;14.0;24.0
1923;Google Pixel 4 - 64GB - Orange (Unlocked)Cracked Back Door :C217;$83.00;5 days;1619323249.0;25 Apr 2021 at 12:00:49pm PDT;11.0;28.0
438;Huawei Mate 20 X - 128GB-Black (without Simlock) Hybrid SIM;EUR 80.00;7 days;1619371963.0;26 Apr 2021 at 1:32:43pm PDT;8.0;33.0
1958;Apple iPhone 5s - 16GB - Space Gray (Unlocked) A1533 (GSM);$0.99;5 days;1619830809.0;1 May 2021 at 9:00:09pm PDT;19.0;42.0
2339;Apple iPhone XR - 64GB-White (without Simlock) A2105 (GSM) - Super Condition!;EUR 115.00;5 days;1620323635.0;7 May 2021 at 1:53:55am PDT;7.0;18.0
1471;Apple iPhone XS Max - 256GB - Gold (Unlocked) A1921 (CDMA + GSM);$99.99;1 day;1620856798.0;13 May 2021 at 5:59:58pm PDT;23.0;54.0
2864;Apple iPhone 8 64GB Unlocked Smartphone - Space Gray (A1863) - Used;$108.00;7 days;1621274285.0;18 May 2021 at 1:58:05pm PDT;6.0;22.0
821;Apple iPhone 1st Generation - 8GB - Black�� - A1203 (GSM) - Org. Owner;$35.00;7 days;1619212889.0;24 Apr 2021 at 5:21:29pm PDT;11.0;36.0
2388;Apple iPhone 11 Pro Max - 64GB - Gold (EE) A2218 (CDMA + GSM) BLACKLISTED READ;GBP 0.99;1 day;1621386206.0;19 May 2021 at 9:03:26am PDT;7.0;27.0
2391;Samsung Galaxy A02s - Black - 32GB;GBP 1.00;3 days;1621658169.0;22 May 2021 at 12:36:09pm PDT;8.0;20.0
2744;NEW Microsoft Xbox Series X 1TB Video Game Console SEALED - IN HAND - SHIPS FAST;$1.00;3 days;1620079861.0;4 May 2021 at 6:11:01am PDT;24.0;68.0
246;S19043 38x35x7mm Natural Labradorite Carved Flower Pendant Bead;$0.01;7 days;1620779322.0;12 May 2021 at 8:28:42pm PDT;5.0;14.0
1845;Samsung Galaxy S10+ lighter glass damage. otherwise Top!!!;EUR 1.00;7 days;1620501431.0;9 May 2021 at 3:17:11am PDT;14.0;50.0
2050;Gold Cricut Explore Air Cutting Machine With New Premium Blade Pens Mat! ;$55.00;1 day;1620529505.0;9 May 2021 at 11:05:05am PDT;5.0;30.0
701;OnePlus 7 Pro - 8GB - 256GB - Nebula Blue - US Unlocked *Read Description��;$55.00;3 days;1619301601.0;25 Apr 2021 at 6:00:01pm PDT;6.0;32.0
937;Apple iPhone X - 256GB - Black Space grey Verizon Both Cameras Not Functioning;$150.00;7 days;1621381445.0;19 May 2021 at 7:44:05pm PDT;4.0;11.0
2487;Apple iPhone X-SUPER CONDITION - 64GB-Space Grey (without Simlock) A1901 (GSM);EUR 1.00;7 days;1621730211.0;23 May 2021 at 8:36:51am PDT;11.0;58.0
186;R49559 39x7mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620247102.0;6 May 2021 at 4:38:22pm PDT;4.0;16.0
64;SAITEK FARMING SIMULATOR PC - Precision Control Pack - With FS 2015 Game - Wheel;GBP 29.99;5 days;1620438152.0;8 May 2021 at 9:42:32am PDT;4.0;35.0
1270;Adjustable dressmakers Tailor Dummy Mannequin (UK Dress size 14 - 22);GBP 29.74;10 days;1620857259.0;13 May 2021 at 6:07:39am PDT;11.0;32.0
2934;Samsung Galaxy A70 - 128GB-Black (without Simlock) (Dual Sim) CONDITION: OK;EUR 49.00;5 days;1621998818.0;26 May 2021 at 11:13:38am PDT;11.0;30.0
2149;Apple iPhone 6S - 128GB - Gray (Unlocked) (Read Description) BH1364;$1.00;1 day;1619209602.0;24 Apr 2021 at 4:26:42pm PDT;10.0;32.0
429;SAMSUNG GALAXY S20 128GB PINK DUAL SIM UNLOCKED ANDROID SMARTPHONE - {R:E2C};GBP 0.99;10 days;1619489454.0;27 Apr 2021 at 10:10:54am PDT;21.0;63.0
736;My PS Vita Collection. The 33 Best Vita Games all in Very Good Condition.;AU $1.00;10 days;1620500923.0;9 May 2021 at 3:08:43am PDT;21.0;64.0
1073;White Samsung S6 32gb Unlocked Plus More;GBP 19.99;1 day;1620875186.0;13 May 2021 at 11:06:26am PDT;6.0;15.0
187;S13376 39x7mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620253745.0;6 May 2021 at 6:29:05pm PDT;4.0;18.0
367;PS3 Lot 2 games Playstation 3 Resident Evil Revelations 1 and Revelations 2 ;$0.99;7 days;1620512392.0;9 May 2021 at 6:19:52pm PDT;7.0;33.0
3017;Telephone smartphone samsung galaxy s7;EUR 1.00;7 days;1619931131.0;2 May 2021 at 12:52:11pm PDT;13.0;60.0
1;OnePlus 8 Pro (IN2023) Dual SIM 8/128GB;AU $0.99;7 days;1619135131.0;23 Apr 2021 at 7:45:31pm PDT;6.0;23.0
2040;Apple iPhone XS Max - 256GB - Silver (Unlocked) (Read Description) BG1114;$1.00;1 day;1620338170.0;7 May 2021 at 5:56:10pm PDT;20.0;47.0
1717;Pokemon Stadium 1 (Nintendo 64 N64) Authentic -- Complete in Box ;$30.00;7 days;1620856377.0;13 May 2021 at 5:52:57pm PDT;5.0;24.0
1189;Samsung Galaxy S8 SM-G950U - 64GB - Gray (T-Mobile) Unlocked Smartphone;$0.99;5 days;1621369258.0;19 May 2021 at 4:20:58pm PDT;21.0;61.0
2162;Lot of 43 PlayStation 1 PS1 Game Cases + Manuals Only (No Discs) Some Rare HTF;$50.00;7 days;1619984568.0;3 May 2021 at 3:42:48pm PDT;7.0;24.0
2078;���� Samsung Galaxy Note20 Ultra 5G SM-N986B/DS - 256GB - Mystic White (Unlocked) ;GBP 0.99;10 days;1621978521.0;26 May 2021 at 5:35:21am PDT;18.0;35.0
1747;Apple iPhone 7 Plus - 128GB - Black (Unlocked) A1784 (GSM) good to exc 1 owner;$75.00;3 days;1621223806.0;17 May 2021 at 11:56:46am PDT;13.0;25.0
2809;Pokemon Red Version Complete in Box - Excellent Condition;$700.00;7 days;1619301609.0;25 Apr 2021 at 6:00:09pm PDT;4.0;11.0
2855;Nintendo 3ds XL The Year of Luigi - Working w/ Charger Stylus And  5 Games;$49.99;5 days;1620775381.0;12 May 2021 at 7:23:01pm PDT;9.0;58.0
1905;Samsung Galaxy a52 5g;EUR 1.00;7 days;1621824975.0;24 May 2021 at 10:56:15am PDT;19.0;40.0
2188;Samsung Galaxy S7 Edge - 32GB - Silver (TMobile) (Read Description) BI1156;$1.00;1 day;1619728767.0;30 Apr 2021 at 4:39:27pm PDT;10.0;34.0
1519;Apple iPhone 7 - 32GB - Black (Unlocked) - Cracked Screen ;$31.00;7 days;1619722877.0;30 Apr 2021 at 3:01:17pm PDT;9.0;30.0
2491;Samsung Galaxy Note8 SM-N950 - 64GB - Midnight Black (Unlocked) Cracked Spares;GBP 0.99;7 days;1621994470.0;26 May 2021 at 10:01:10am PDT;8.0;23.0
2330;Elna Lotus SP Sewing Machine great condition great sewing machine;AU $140.00;7 days;1620184911.0;5 May 2021 at 11:21:51pm PDT;7.0;44.0
2999;Joblot 75 mixed Mobile Phones spares or repair apple Nokia Samsung blackberry;GBP 19.99;7 days;1619326142.0;25 Apr 2021 at 12:49:02am PDT;6.0;17.0
3108;Apple iPhone 8 Plus - 256GB - Space Grey (Unlocked) A1897 ;GBP 105.00;3 days;1620270579.0;6 May 2021 at 11:09:39am PDT;6.0;16.0
1142;Samsung Galaxy S8 - 64GB-Rose Pink (without Simlock);EUR 5.00;7 days;1620433961.0;8 May 2021 at 8:32:41am PDT;7.0;24.0
2315;Pokemon Fire Red Version Of GBA. SP. Authentic!;$9.99;5 days;1619646538.0;29 Apr 2021 at 5:48:58pm PDT;13.0;43.0
50;Xbox 360 guitar hero wireless controller red octane and The Beatles game;GBP 0.99;7 days;1620529954.0;9 May 2021 at 11:12:34am PDT;6.0;25.0
2244;Batman Return of the Joker/Gameboy Wata 6.5 A + VERY RARE.;EUR 1.00;3 days;1620615647.0;10 May 2021 at 11:00:47am PDT;12.0;60.0
2072;New iPhone 12 Pro Max 5G 256GB Blue Unlocked Apple Warranty Fast Delivery.;GBP 50.00;1 day;1621112042.0;16 May 2021 at 4:54:02am PDT;13.0;32.0
2224;PlayStation 4 Slim 1TB Black Bundle PS4 2 Controllers & Games! Perfect!;$0.99;5 days;1620423443.0;8 May 2021 at 5:37:23pm PDT;26.0;55.0
1995;Samsung Galaxy S10+ SM-G975F - 128GB - Prism White (Unlocked) (Dual SIM);GBP 100.00;7 days;1620442851.0;8 May 2021 at 11:00:51am PDT;8.0;20.0
2205;Game Boy Color CGB-001 Purple TESTED WORKING;$35.00;7 days;1620532357.0;9 May 2021 at 11:52:37am PDT;7.0;11.0
2660;Samsung SM-G925IZWEXSA Galaxy S6 Edge 64GB Smartphone - White;AU $1.00;7 days;1621027001.0;15 May 2021 at 5:16:41am PDT;6.0;21.0
1988;Apple iPhone XR - 256GB - Coral (ATT) (Read Description) BH1185;$1.00;1 day;1619729672.0;30 Apr 2021 at 4:54:32pm PDT;11.0;40.0
286;Gigaset A400A Duo with 2 Mobile Parts Integrated Answering Machine;EUR 1.00;10 days;1621737646.0;23 May 2021 at 10:40:46am PDT;6.0;30.0
1314;Pikmin 2 (pal-FRA) nintendo gamecube;EUR 10.00;3 days;1621299191.0;18 May 2021 at 8:53:11am PDT;9.0;46.0
